reporter_name,reporter_iso,year,gdp_current_usd
Tuvalu,TUV,2019,54123198.5662913
Tuvalu,TUV,2018,48015259.8751356
Tuvalu,TUV,2017,45276595.3533146
Tuvalu,TUV,2016,41629064.2232388
Tuvalu,TUV,2015,36811936.0824587
Uganda,UGA,2024,53911907079.0485
Uganda,UGA,2023,48768955863.3175
Uganda,UGA,2022,45565333210.9108
Uganda,UGA,2021,40529788748.6737
Uganda,UGA,2020,37600368241.6657
Uganda,UGA,2019,35353061003.4359
Uganda,UGA,2018,32927025619.6795
Uganda,UGA,2017,30744473841.424
Uganda,UGA,2016,29203988696.2626
Uganda,UGA,2015,32387183730.1002
Ukraine,UKR,2024,190833835445.1
Ukraine,UKR,2023,181221517868.744
Ukraine,UKR,2022,161989520721.19
Ukraine,UKR,2021,199765859570.935
Ukraine,UKR,2020,156617722013.342
Ukraine,UKR,2019,153883047509.577
Ukraine,UKR,2018,130891088293.55
Ukraine,UKR,2017,112090505081.739
Ukraine,UKR,2016,93355869403.9223
Ukraine,UKR,2015,91030967789.0717
United Arab Emirates,ARE,2024,552324919095.872
United Arab Emirates,ARE,2023,522622268401.125
United Arab Emirates,ARE,2022,511403404642.173
United Arab Emirates,ARE,2021,422441282436.237
United Arab Emirates,ARE,2020,357161776271.328
United Arab Emirates,ARE,2019,433926218686.108
United Arab Emirates,ARE,2018,440560003161.236
United Arab Emirates,ARE,2017,403365056078.846
United Arab Emirates,ARE,2016,381717208620.964
United Arab Emirates,ARE,2015,381973135513.065
United Kingdom,GBR,2024,3695539513534.15
United Kingdom,GBR,2023,3420796653789.08
United Kingdom,GBR,2022,3181244350465.41
United Kingdom,GBR,2021,3194559188925.93
United Kingdom,GBR,2020,2724001478304.59
United Kingdom,GBR,2019,2875710080015.3
United Kingdom,GBR,2018,2897028009916.05
United Kingdom,GBR,2017,2699118387873.1
United Kingdom,GBR,2016,2706807606538.73
United Kingdom,GBR,2015,2945579890258.46
United States,USA,2024,29298013000000.0
United States,USA,2023,27811517000000.0
United States,USA,2022,26054614000000.0
United States,USA,2021,23725645000000.0
United States,USA,2020,21375281000000.0
United States,USA,2019,21539982000000.0
United States,USA,2018,20656516000000.0
United States,USA,2017,19612102000000.0
United States,USA,2016,18804913000000.0
United States,USA,2015,18295019000000.0
Uruguay,URY,2024,82322859144.2816
Uruguay,URY,2023,79208725899.5531
Uruguay,URY,2022,71240669088.0587
Uruguay,URY,2021,60739061281.1628
Uruguay,URY,2020,53559354501.4278
Uruguay,URY,2019,62222324964.633
Uruguay,URY,2018,65344577415.7535
Uruguay,URY,2017,65006039809.739
Uruguay,URY,2016,57480787465.2716
Uruguay,URY,2015,57680327998.6689
Uzbekistan,UZB,2024,121356065241.228
Uzbekistan,UZB,2023,107526539716.318
Uzbekistan,UZB,2022,94286355836.1594
Uzbekistan,UZB,2021,81170051810.5825
Uzbekistan,UZB,2020,70127127133.2164
Uzbekistan,UZB,2019,70170662562.6111
Uzbekistan,UZB,2018,61318332402.7908
Uzbekistan,UZB,2017,72276404057.649
Uzbekistan,UZB,2016,97871364319.3985
Uzbekistan,UZB,2015,97564568986.8161
Vanuatu,VUT,2024,1297956614.77783
Vanuatu,VUT,2023,1188137265.19047
Vanuatu,VUT,2022,1151863789.76624
Vanuatu,VUT,2021,1093826088.94269
Vanuatu,VUT,2020,1017403362.80118
Vanuatu,VUT,2019,1061547512.69257
Vanuatu,VUT,2018,1034402941.04298
Vanuatu,VUT,2017,998536154.882053
Vanuatu,VUT,2016,908725512.790966
Vanuatu,VUT,2015,855360239.609869
"Venezuela, RB",VEN,2024,120566112397.063
"Venezuela, RB",VEN,2023,102377501185.925
"Venezuela, RB",VEN,2022,89013251020.9831
"Venezuela, RB",VEN,2021,56615026262.6535
"Venezuela, RB",VEN,2020,42837965906.8675
"Venezuela, RB",VEN,2019,73014157107.594
"Venezuela, RB",VEN,2018,101987075928.918
"Venezuela, RB",VEN,2017,115892475742.789
"Venezuela, RB",VEN,2016,112948035494.959
"Venezuela, RB",VEN,2015,125249941853.534
Viet Nam,VNM,2024,476324572783.807
Viet Nam,VNM,2023,433805036898.465
Viet Nam,VNM,2022,413445230668.578
Viet Nam,VNM,2021,366474752771.009
Viet Nam,VNM,2020,346615738537.796
Viet Nam,VNM,2019,334365270496.667
Viet Nam,VNM,2018,310106478394.659
Viet Nam,VNM,2017,281353605986.903
Viet Nam,VNM,2016,257096001177.982
Viet Nam,VNM,2015,239258328381.741
Virgin Islands (U.S.),VIR,2024,
Virgin Islands (U.S.),VIR,2023,
Virgin Islands (U.S.),VIR,2022,4672000000.0
Virgin Islands (U.S.),VIR,2021,4507000000.0
Virgin Islands (U.S.),VIR,2020,4229000000.0
Virgin Islands (U.S.),VIR,2019,4121000000.0
Virgin Islands (U.S.),VIR,2018,3923000000.0
Virgin Islands (U.S.),VIR,2017,3794000000.0
Virgin Islands (U.S.),VIR,2016,3798000000.0
Virgin Islands (U.S.),VIR,2015,3663000000.0
West Bank and Gaza,PSE,2024,16016900000.0
West Bank and Gaza,PSE,2023,18635100000.0
West Bank and Gaza,PSE,2022,19165500000.0
West Bank and Gaza,PSE,2021,18109000000.0
West Bank and Gaza,PSE,2020,15531700000.0
West Bank and Gaza,PSE,2019,17133500000.0
West Bank and Gaza,PSE,2018,16276600000.0
West Bank and Gaza,PSE,2017,16128000000.0
West Bank and Gaza,PSE,2016,15405400000.0
West Bank and Gaza,PSE,2015,13972400000.0
"Yemen, Rep.",YEM,2024,
"Yemen, Rep.",YEM,2023,
"Yemen, Rep.",YEM,2022,
"Yemen, Rep.",YEM,2021,
"Yemen, Rep.",YEM,2020,
"Yemen, Rep.",YEM,2019,
"Yemen, Rep.",YEM,2018,21606160663.0318
"Yemen, Rep.",YEM,2017,26842229044.5848
"Yemen, Rep.",YEM,2016,31317825274.1507
"Yemen, Rep.",YEM,2015,42444490073.8555
Zambia,ZMB,2024,25303185342.2511
Zambia,ZMB,2023,27577956471.244
Zambia,ZMB,2022,29163782140.4858
Zambia,ZMB,2021,22096416932.0089
Zambia,ZMB,2020,18137764930.651
Zambia,ZMB,2019,23308667781.2258
Zambia,ZMB,2018,26311507273.6735
Zambia,ZMB,2017,25873601260.8353
Zambia,ZMB,2016,20958412538.3093
Zambia,ZMB,2015,21251216798.7762
Zimbabwe,ZWE,2024,41521975830.2351
Zimbabwe,ZWE,2023,35871781303.429
Zimbabwe,ZWE,2022,40757585308.5016
Zimbabwe,ZWE,2021,41287852523.5016
Zimbabwe,ZWE,2020,31979753644.6558
Zimbabwe,ZWE,2019,33360632553.3556
Zimbabwe,ZWE,2018,34141666666.6667
Zimbabwe,ZWE,2017,51035657370.5179
Zimbabwe,ZWE,2016,20559250000.0
Zimbabwe,ZWE,2015,19973250000.0
